Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
76.35895824432373	0	-208.14731	51.01975	-28.791956	-374.49173	151.0	0.0	50132	50132
146.5655541419983	1	-119.10343	38.442677	-7.7677555	-230.0878	151.0	0.0	50132	100264
216.40235567092896	2	-110.81832	33.006233	-5.5502563	-223.80438	151.0	0.0	50132	150396
287.32566142082214	3	-102.9665	37.349884	-13.278129	-230.34909	151.0	0.0	50132	200528
357.1481511592865	4	-88.997955	35.87331	-0.58034706	-193.9589	151.0	0.0	50132	250660
425.9875612258911	5	-76.937355	30.584852	-14.396856	-190.95291	151.0	0.0	50132	300792
493.1292362213135	6	-70.45749	26.593042	2.861867	-154.66551	151.0	0.0	50132	350924
558.5144698619843	7	-59.85703	29.485409	14.97316	-180.79181	151.0	0.0	50132	401056
623.5509424209595	8	-58.55277	32.564514	13.336899	-212.69254	151.0	0.0	50132	451188
689.3618750572205	9	-51.467266	35.762627	49.82921	-175.20969	151.0	0.0	50132	501320
755.1735029220581	10	-44.162132	35.536087	51.0438	-167.32059	151.0	0.0	50132	551452
820.5605299472809	11	-36.635506	31.312565	49.684196	-187.32483	151.0	0.0	50132	601584
886.4870200157166	12	-34.47179	24.068253	29.114267	-128.73303	151.0	0.0	50132	651716
953.0729608535767	13	-33.537064	24.184752	43.55197	-111.857605	151.0	0.0	50132	701848
1018.810688495636	14	-29.592562	24.723444	36.1592	-119.744	151.0	0.0	50132	751980
1084.7717833518982	15	-26.446712	28.476465	37.77886	-123.01807	151.0	0.0	50132	802112
1150.1826646327972	16	-21.909603	32.685913	56.030624	-124.90948	151.0	0.0	50132	852244
1216.7237603664398	17	-15.994081	39.988544	92.49063	-191.91805	151.0	0.0	50132	902376
1281.3691289424896	18	-8.170499	40.02276	73.74218	-164.8663	151.0	0.0	50132	952508
1347.6334664821625	19	-8.613157	47.00584	87.65364	-208.59225	151.0	0.0	50132	1002640
1412.6595873832703	20	-3.7057319	44.62976	94.454956	-186.7049	151.0	0.0	50132	1052772
1478.181300163269	21	-0.9870909	45.44727	89.51744	-152.12079	151.0	0.0	50132	1102904
1543.2373640537262	22	1.3307155	46.000404	90.781204	-172.37183	151.0	0.0	50132	1153036
1608.140709400177	23	2.0450091	48.03079	117.498	-170.73334	151.0	0.0	50132	1203168
1673.3942053318024	24	3.8295019	44.38534	103.1712	-154.50844	151.0	0.0	50132	1253300
1739.0489444732666	25	7.942221	42.504097	150.30307	-170.31363	151.0	0.0	50132	1303432
1804.8803696632385	26	10.672564	45.323856	108.891884	-150.10474	151.0	0.0	50132	1353564
1870.099481344223	27	9.644564	40.927414	108.06053	-130.54211	151.0	0.0	50132	1403696
