Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
55.42057919502258	0	-204.91609	51.289223	-42.805035	-365.59912	151.0	0.0	50132	50132
103.53185272216797	1	-147.74849	40.400505	-40.970375	-261.2349	151.0	0.0	50132	100264
151.4496283531189	2	-123.16552	38.078228	-19.984888	-256.27283	151.0	0.0	50132	150396
198.4142324924469	3	-129.91891	35.176384	-19.256935	-259.2079	151.0	0.0	50132	200528
245.7455039024353	4	-140.25339	36.055412	-33.182358	-242.7156	151.0	0.0	50132	250660
293.3384301662445	5	-146.6733	36.516747	-33.28119	-268.33105	151.0	0.0	50132	300792
342.3048892021179	6	-154.2427	36.056683	-54.376003	-240.8354	151.0	0.0	50132	350924
391.26923060417175	7	-156.29393	40.61111	-23.857977	-267.83514	151.0	0.0	50132	401056
438.5132713317871	8	-169.9386	41.29681	-51.641926	-290.21753	151.0	0.0	50132	451188
487.062463760376	9	-159.50629	46.13915	-17.357416	-270.99588	151.0	0.0	50132	501320
539.0081570148468	10	-160.55847	48.596653	-35.327145	-309.25497	151.0	0.0	50132	551452
591.452214717865	11	-158.8642	48.587975	-6.1598053	-299.04147	151.0	0.0	50132	601584
645.3829391002655	12	-150.0685	51.117653	-11.22625	-344.1485	151.0	0.0	50132	651716
695.4548392295837	13	-145.70312	49.4453	-2.5695076	-280.64496	151.0	0.0	50132	701848
746.0952551364899	14	-140.14758	49.187313	18.36922	-285.52988	151.0	0.0	50132	751980
798.2212421894073	15	-138.05579	44.297646	11.163408	-272.41742	151.0	0.0	50132	802112
849.7017977237701	16	-134.15764	45.428146	6.1036034	-268.6727	151.0	0.0	50132	852244
901.5487728118896	17	-126.259964	46.412403	-13.660168	-266.70306	151.0	0.0	50132	902376
954.1162123680115	18	-123.80972	48.771263	2.6635113	-308.8024	151.0	0.0	50132	952508
1006.952080488205	19	-123.69905	46.29184	0.7223778	-277.30533	151.0	0.0	50132	1002640
1057.8598573207855	20	-121.915	47.64036	10.43411	-281.40042	151.0	0.0	50132	1052772
1109.42076253891	21	-121.65251	46.27633	-11.379658	-305.3907	151.0	0.0	50132	1102904
1162.1063594818115	22	-113.18103	46.91799	12.9518	-245.60419	151.0	0.0	50132	1153036
1212.1493170261383	23	-102.22294	46.895805	23.066895	-273.39453	151.0	0.0	50132	1203168
1267.3155145645142	24	-100.24551	47.969707	61.060314	-278.62344	151.0	0.0	50132	1253300
